clk_s_T(s),gbf_T(s),q_str_d,Alarm_Detector,q_str_atm,Alarm_ATM
1.680000e-05,1.800000e-07,45,'1',466,'1'
1.680000e-05,1.850000e-07,44,'1',453,'1'
1.680000e-05,1.900000e-07,43,'1',441,'1'
1.680000e-05,1.950000e-07,42,'1',430,'1'
1.680000e-05,2.000000e-07,41,'1',419,'1'
1.680000e-05,2.050000e-07,40,'1',409,'1'
1.680000e-05,2.100000e-07,39,'1',399,'1'
1.680000e-05,2.150000e-07,38,'1',390,'1'
1.680000e-05,2.200000e-07,37,'1',381,'1'
1.680000e-05,2.250000e-07,36,'1',373,'1'
1.680000e-05,2.300000e-07,35,'1',364,'1'
1.680000e-05,2.350000e-07,35,'1',357,'1'
1.680000e-05,2.400000e-07,34,'1',349,'1'
1.680000e-05,2.450000e-07,33,'1',342,'1'
1.680000e-05,2.500000e-07,32,'1',335,'1'
1.680000e-05,2.550000e-07,32,'1',329,'1'
1.680000e-05,2.600000e-07,31,'1',322,'1'
1.680000e-05,2.650000e-07,31,'1',316,'1'
1.680000e-05,2.700000e-07,30,'1',311,'1'
1.680000e-05,2.750000e-07,30,'1',304,'1'
1.680000e-05,2.800000e-07,29,'1',299,'1'
1.680000e-05,2.850000e-07,29,'1',294,'1'
1.680000e-05,2.900000e-07,28,'1',289,'1'
1.680000e-05,2.950000e-07,28,'1',283,'1'
1.680000e-05,3.000000e-07,27,'1',279,'1'
1.680000e-05,3.050000e-07,26,'1',275,'1'
1.680000e-05,3.100000e-07,26,'1',270,'1'
1.680000e-05,3.150000e-07,26,'0',265,'1'
1.680000e-05,3.200000e-07,25,'0',261,'1'
1.680000e-05,3.250000e-07,25,'0',257,'1'
1.680000e-05,3.300000e-07,24,'0',254,'1'
1.680000e-05,3.350000e-07,24,'0',250,'1'
1.680000e-05,3.390000e-07,24,'1',246,'1'
1.680000e-05,3.450000e-07,24,'1',243,'1'
1.680000e-05,3.500000e-07,23,'1',239,'1'
1.680000e-05,3.550000e-07,23,'1',236,'1'
1.680000e-05,3.600000e-07,22,'1',232,'1'
1.680000e-05,3.650000e-07,23,'1',230,'1'
1.680000e-05,3.700000e-07,22,'1',227,'1'
1.680000e-05,3.750000e-07,21,'1',223,'1'
1.680000e-05,3.800000e-07,21,'1',220,'1'
1.680000e-05,3.850000e-07,21,'0',217,'0'
1.680000e-05,3.900000e-07,21,'0',214,'0'
1.680000e-05,3.950000e-07,20,'0',212,'0'
1.680000e-05,4.000000e-07,20,'0',209,'0'
1.680000e-05,4.050000e-07,19,'0',207,'0'
1.680000e-05,4.100000e-07,19,'0',204,'0'
1.680000e-05,4.150000e-07,19,'0',202,'0'
1.680000e-05,4.200000e-07,19,'0',199,'0'
1.680000e-05,4.250000e-07,19,'0',197,'0'
1.680000e-05,4.300000e-07,18,'0',194,'0'
1.680000e-05,4.350000e-07,19,'0',192,'0'
1.680000e-05,4.400000e-07,18,'0',190,'0'
1.680000e-05,4.450000e-07,17,'1',188,'1'
1.680000e-05,4.500000e-07,18,'1',186,'1'
1.680000e-05,4.540000e-07,17,'1',184,'1'
1.680000e-05,4.590000e-07,17,'1',181,'1'
1.680000e-05,4.640000e-07,17,'1',179,'1'
1.680000e-05,4.700000e-07,17,'1',177,'1'
1.680000e-05,4.750000e-07,17,'1',176,'1'
1.680000e-05,4.800000e-07,16,'1',174,'1'
1.680000e-05,4.850000e-07,17,'1',172,'1'
1.680000e-05,4.900000e-07,16,'0',170,'1'
1.680000e-05,4.950000e-07,16,'0',169,'1'
1.700000e-05,5.000000e-09,163,'1',16999,'1'
1.700000e-05,1.000000e-08,81,'1',8499,'1'
1.700000e-05,1.500000e-08,54,'1',5665,'1'
1.700000e-05,1.900000e-08,168,'1',4249,'1'
1.700000e-05,2.400000e-08,83,'1',3399,'1'
1.700000e-05,3.000000e-08,26,'1',2833,'1'
1.700000e-05,3.500000e-08,242,'1',2428,'1'
1.700000e-05,4.000000e-08,211,'1',2124,'1'
1.700000e-05,4.500000e-08,188,'1',1888,'1'
1.700000e-05,4.900000e-08,169,'1',1699,'1'
1.700000e-05,5.400000e-08,153,'1',1545,'1'
1.700000e-05,6.000000e-08,140,'1',1416,'1'
1.700000e-05,6.500000e-08,130,'1',1307,'1'
1.700000e-05,7.000000e-08,120,'1',1214,'1'
1.700000e-05,7.500000e-08,112,'1',1132,'1'
1.700000e-05,7.900000e-08,105,'1',1061,'1'
1.700000e-05,8.400000e-08,99,'1',999,'1'
1.700000e-05,9.000000e-08,93,'1',944,'1'
1.700000e-05,9.500000e-08,88,'1',894,'1'
1.700000e-05,1.000000e-07,84,'1',849,'1'
1.700000e-05,1.050000e-07,80,'1',809,'1'
1.700000e-05,1.090000e-07,76,'1',772,'1'
1.700000e-05,1.140000e-07,73,'1',738,'1'
1.700000e-05,1.200000e-07,70,'1',707,'1'
1.700000e-05,1.250000e-07,67,'1',679,'1'
1.700000e-05,1.300000e-07,64,'1',653,'1'
1.700000e-05,1.350000e-07,62,'1',629,'1'
1.700000e-05,1.400000e-07,59,'1',606,'1'
1.700000e-05,1.450000e-07,57,'1',585,'1'
1.700000e-05,1.500000e-07,56,'1',565,'1'
1.700000e-05,1.550000e-07,54,'1',548,'1'
1.700000e-05,1.600000e-07,52,'1',530,'1'
1.700000e-05,1.640000e-07,50,'1',514,'1'
1.700000e-05,1.690000e-07,49,'1',499,'1'
1.700000e-05,1.750000e-07,47,'1',485,'1'
1.700000e-05,1.800000e-07,46,'1',471,'1'
1.700000e-05,1.850000e-07,45,'1',458,'1'
1.700000e-05,1.900000e-07,43,'1',446,'1'
1.700000e-05,1.950000e-07,42,'1',435,'1'
1.700000e-05,2.000000e-07,42,'1',424,'1'
1.700000e-05,2.050000e-07,41,'1',411,'1'
1.700000e-05,2.100000e-07,40,'1',404,'1'
1.700000e-05,2.150000e-07,38,'1',395,'1'
1.700000e-05,2.200000e-07,38,'1',385,'1'
1.700000e-05,2.250000e-07,37,'1',377,'1'
1.700000e-05,2.300000e-07,36,'1',369,'1'
1.700000e-05,2.350000e-07,35,'1',361,'1'
1.700000e-05,2.400000e-07,35,'1',353,'1'
1.700000e-05,2.450000e-07,33,'1',346,'1'
1.700000e-05,2.500000e-07,33,'1',339,'1'
1.700000e-05,2.550000e-07,33,'1',332,'1'
1.700000e-05,2.600000e-07,31,'1',326,'1'
1.700000e-05,2.650000e-07,31,'1',320,'1'
1.700000e-05,2.700000e-07,31,'1',314,'1'
1.700000e-05,2.750000e-07,30,'1',309,'1'
1.700000e-05,2.800000e-07,29,'1',303,'1'
1.700000e-05,2.850000e-07,29,'1',297,'1'
1.700000e-05,2.900000e-07,28,'1',290,'1'
1.700000e-05,2.950000e-07,28,'1',287,'1'
1.700000e-05,3.000000e-07,28,'1',282,'1'
1.700000e-05,3.050000e-07,27,'1',277,'1'
1.700000e-05,3.100000e-07,27,'1',273,'1'
1.700000e-05,3.150000e-07,26,'1',269,'1'
1.700000e-05,3.200000e-07,26,'0',264,'1'
1.700000e-05,3.250000e-07,25,'0',260,'1'
1.700000e-05,3.300000e-07,25,'1',257,'1'
1.700000e-05,3.350000e-07,24,'0',252,'1'
1.700000e-05,3.390000e-07,24,'1',249,'1'
1.700000e-05,3.450000e-07,24,'0',246,'1'
1.700000e-05,3.500000e-07,23,'0',241,'1'
1.700000e-05,3.550000e-07,23,'1',239,'1'
1.700000e-05,3.600000e-07,22,'0',235,'1'
1.700000e-05,3.650000e-07,22,'1',232,'1'
1.700000e-05,3.700000e-07,22,'0',229,'1'
1.700000e-05,3.750000e-07,21,'0',224,'1'
1.700000e-05,3.800000e-07,21,'1',223,'1'
1.700000e-05,3.850000e-07,21,'0',220,'0'
1.700000e-05,3.900000e-07,21,'1',217,'1'
1.700000e-05,3.950000e-07,21,'0',215,'0'
1.700000e-05,4.000000e-07,21,'1',211,'1'
1.700000e-05,4.050000e-07,20,'0',209,'0'
1.700000e-05,4.100000e-07,19,'0',206,'0'
1.700000e-05,4.150000e-07,19,'1',204,'1'
1.700000e-05,4.200000e-07,19,'0',201,'0'
1.700000e-05,4.250000e-07,19,'1',199,'1'
1.700000e-05,4.300000e-07,19,'0',196,'0'
1.700000e-05,4.350000e-07,18,'0',195,'0'
1.700000e-05,4.400000e-07,19,'1',192,'1'
1.700000e-05,4.450000e-07,18,'0',190,'0'
1.700000e-05,4.500000e-07,18,'1',187,'1'
1.700000e-05,4.540000e-07,18,'0',185,'0'
1.700000e-05,4.590000e-07,17,'0',184,'0'
1.700000e-05,4.640000e-07,17,'1',182,'1'
1.700000e-05,4.700000e-07,17,'0',180,'0'
1.700000e-05,4.750000e-07,17,'1',178,'1'
1.700000e-05,4.800000e-07,17,'0',176,'1'
1.700000e-05,4.850000e-07,17,'1',174,'1'
1.700000e-05,4.900000e-07,17,'0',172,'1'
1.700000e-05,4.950000e-07,16,'0',171,'1'
1.720000e-05,5.000000e-09,183,'1',17199,'1'
1.720000e-05,1.000000e-08,91,'1',8599,'1'
1.720000e-05,1.500000e-08,61,'1',5732,'1'
1.720000e-05,1.900000e-08,173,'1',4299,'1'
1.720000e-05,2.400000e-08,87,'1',3440,'1'
1.720000e-05,3.000000e-08,29,'1',2866,'1'
1.720000e-05,3.500000e-08,245,'1',2456,'1'
1.720000e-05,4.000000e-08,214,'1',2149,'1'
1.720000e-05,4.500000e-08,190,'1',1910,'1'
1.720000e-05,4.900000e-08,171,'1',1719,'1'
1.720000e-05,5.400000e-08,155,'1',1563,'1'
1.720000e-05,6.000000e-08,142,'1',1432,'1'
1.720000e-05,6.500000e-08,132,'1',1322,'1'
1.720000e-05,7.000000e-08,122,'1',1228,'1'
1.720000e-05,7.500000e-08,114,'1',1145,'1'
1.720000e-05,7.900000e-08,107,'1',1074,'1'
1.720000e-05,8.400000e-08,100,'1',1011,'1'
1.720000e-05,9.000000e-08,94,'1',955,'1'
1.720000e-05,9.500000e-08,90,'1',904,'1'
1.720000e-05,1.000000e-07,85,'1',859,'1'
1.720000e-05,1.050000e-07,81,'1',818,'1'
1.720000e-05,1.090000e-07,77,'1',781,'1'
1.720000e-05,1.140000e-07,74,'1',747,'1'
1.720000e-05,1.200000e-07,71,'1',716,'1'
1.720000e-05,1.250000e-07,68,'1',687,'1'
1.720000e-05,1.300000e-07,65,'1',661,'1'
1.720000e-05,1.350000e-07,63,'1',636,'1'
1.720000e-05,1.400000e-07,60,'1',614,'1'
1.720000e-05,1.450000e-07,58,'1',592,'1'
1.720000e-05,1.500000e-07,57,'1',572,'1'
1.720000e-05,1.550000e-07,54,'1',554,'1'
1.720000e-05,1.600000e-07,53,'1',536,'1'
1.720000e-05,1.640000e-07,51,'1',520,'1'
1.720000e-05,1.690000e-07,49,'1',505,'1'
1.720000e-05,1.750000e-07,48,'1',491,'1'
1.720000e-05,1.800000e-07,47,'1',476,'1'
1.720000e-05,1.850000e-07,45,'1',464,'1'
1.720000e-05,1.900000e-07,45,'1',452,'1'
1.720000e-05,1.950000e-07,43,'1',440,'1'
1.720000e-05,2.000000e-07,42,'1',429,'1'
1.720000e-05,2.050000e-07,41,'1',419,'1'
1.720000e-05,2.100000e-07,40,'1',409,'1'
1.720000e-05,2.150000e-07,39,'1',399,'1'
1.720000e-05,2.200000e-07,38,'1',390,'1'
1.720000e-05,2.250000e-07,37,'1',381,'1'
1.720000e-05,2.300000e-07,37,'1',373,'1'
1.720000e-05,2.350000e-07,36,'1',365,'1'
1.720000e-05,2.400000e-07,35,'1',358,'1'
1.720000e-05,2.450000e-07,34,'1',350,'1'
1.720000e-05,2.500000e-07,34,'1',343,'1'
1.720000e-05,2.550000e-07,33,'1',336,'1'
1.720000e-05,2.600000e-07,32,'1',330,'1'
1.720000e-05,2.650000e-07,31,'1',324,'1'
1.720000e-05,2.700000e-07,31,'1',317,'1'
1.720000e-05,2.750000e-07,30,'1',312,'1'
1.720000e-05,2.800000e-07,29,'1',306,'1'
1.720000e-05,2.850000e-07,29,'1',301,'1'
1.720000e-05,2.900000e-07,29,'1',295,'1'
1.720000e-05,2.950000e-07,28,'1',291,'1'
1.720000e-05,3.000000e-07,28,'1',285,'1'
1.720000e-05,3.050000e-07,27,'1',281,'1'
1.720000e-05,3.100000e-07,27,'1',276,'1'
1.720000e-05,3.150000e-07,26,'1',272,'1'
1.720000e-05,3.200000e-07,26,'0',267,'1'
1.720000e-05,3.250000e-07,25,'1',263,'1'
1.720000e-05,3.300000e-07,25,'1',259,'1'
1.720000e-05,3.350000e-07,25,'0',256,'1'
1.720000e-05,3.390000e-07,24,'0',252,'1'
1.720000e-05,3.450000e-07,24,'0',248,'1'
1.720000e-05,3.500000e-07,24,'1',244,'1'
1.720000e-05,3.550000e-07,23,'0',242,'1'
1.720000e-05,3.600000e-07,23,'0',238,'1'
1.720000e-05,3.650000e-07,23,'0',235,'1'
1.720000e-05,3.700000e-07,22,'1',231,'1'
1.720000e-05,3.750000e-07,22,'1',228,'1'
1.720000e-05,3.800000e-07,22,'0',226,'1'
1.720000e-05,3.850000e-07,22,'0',222,'1'
1.720000e-05,3.900000e-07,21,'1',220,'1'
1.720000e-05,3.950000e-07,21,'1',217,'1'
1.720000e-05,4.000000e-07,20,'0',214,'0'
1.720000e-05,4.050000e-07,20,'0',212,'0'
1.720000e-05,4.100000e-07,20,'0',209,'0'
1.720000e-05,4.150000e-07,20,'1',207,'1'
1.720000e-05,4.200000e-07,20,'0',203,'0'
1.720000e-05,4.250000e-07,19,'0',202,'0'
1.720000e-05,4.300000e-07,19,'0',199,'0'
1.720000e-05,4.350000e-07,19,'1',197,'1'
1.720000e-05,4.400000e-07,19,'1',194,'1'
1.720000e-05,4.450000e-07,18,'0',192,'0'
1.720000e-05,4.500000e-07,18,'0',190,'0'
1.720000e-05,4.540000e-07,18,'1',188,'1'
1.720000e-05,4.590000e-07,18,'1',186,'1'
1.720000e-05,4.640000e-07,17,'0',184,'0'
1.720000e-05,4.700000e-07,18,'0',182,'0'
1.720000e-05,4.750000e-07,18,'1',180,'1'
1.720000e-05,4.800000e-07,17,'1',178,'1'
1.720000e-05,4.850000e-07,16,'0',176,'1'
1.720000e-05,4.900000e-07,17,'0',175,'1'
1.720000e-05,4.950000e-07,16,'0',172,'1'
1.740000e-05,5.000000e-09,203,'1',17399,'1'
1.740000e-05,1.000000e-08,101,'1',8699,'1'
1.740000e-05,1.500000e-08,67,'1',5799,'1'
1.740000e-05,1.900000e-08,178,'1',4350,'1'
1.740000e-05,2.400000e-08,91,'1',3479,'1'
1.740000e-05,3.000000e-08,33,'1',2899,'1'
1.740000e-05,3.500000e-08,247,'1',2485,'1'
1.740000e-05,4.000000e-08,216,'1',2174,'1'
1.740000e-05,4.500000e-08,192,'1',1932,'1'
1.740000e-05,4.900000e-08,173,'1',1739,'1'
1.740000e-05,5.400000e-08,157,'1',1581,'1'
1.740000e-05,6.000000e-08,144,'1',1449,'1'
1.740000e-05,6.500000e-08,133,'1',1337,'1'
1.740000e-05,7.000000e-08,124,'1',1241,'1'
1.740000e-05,7.500000e-08,115,'1',1159,'1'
1.740000e-05,7.900000e-08,108,'1',1087,'1'
1.740000e-05,8.400000e-08,102,'1',1022,'1'
1.740000e-05,9.000000e-08,96,'1',966,'1'
1.740000e-05,9.500000e-08,91,'1',915,'1'
1.740000e-05,1.000000e-07,86,'1',869,'1'
1.740000e-05,1.050000e-07,82,'1',828,'1'
1.740000e-05,1.090000e-07,78,'1',789,'1'
1.740000e-05,1.140000e-07,75,'1',755,'1'
1.740000e-05,1.200000e-07,71,'1',724,'1'
1.740000e-05,1.250000e-07,68,'1',695,'1'
1.740000e-05,1.300000e-07,66,'1',668,'1'
1.740000e-05,1.350000e-07,63,'1',643,'1'
1.740000e-05,1.400000e-07,62,'1',620,'1'
1.740000e-05,1.450000e-07,59,'1',599,'1'
1.740000e-05,1.500000e-07,57,'1',579,'1'
1.740000e-05,1.550000e-07,55,'1',560,'1'
1.740000e-05,1.600000e-07,53,'1',542,'1'
1.740000e-05,1.640000e-07,51,'1',526,'1'
1.740000e-05,1.690000e-07,50,'1',511,'1'
1.740000e-05,1.750000e-07,49,'1',497,'1'
1.740000e-05,1.800000e-07,47,'1',482,'1'
1.740000e-05,1.850000e-07,46,'1',469,'1'
1.740000e-05,1.900000e-07,44,'1',457,'1'
1.740000e-05,1.950000e-07,44,'1',445,'1'
1.740000e-05,2.000000e-07,43,'1',434,'1'
1.740000e-05,2.050000e-07,42,'1',423,'1'
1.740000e-05,2.100000e-07,41,'1',413,'1'
1.740000e-05,2.150000e-07,40,'1',403,'1'
1.740000e-05,2.200000e-07,39,'1',394,'1'
1.740000e-05,2.250000e-07,38,'1',386,'1'
1.740000e-05,2.300000e-07,36,'1',377,'1'
1.740000e-05,2.350000e-07,36,'1',369,'1'
1.740000e-05,2.400000e-07,35,'1',362,'1'
1.740000e-05,2.450000e-07,35,'1',354,'1'
1.740000e-05,2.500000e-07,34,'1',347,'1'
1.740000e-05,2.550000e-07,33,'1',340,'1'
1.740000e-05,2.600000e-07,32,'1',333,'1'
1.740000e-05,2.650000e-07,31,'1',327,'1'
1.740000e-05,2.700000e-07,31,'1',321,'1'
1.740000e-05,2.750000e-07,31,'1',315,'1'
1.740000e-05,2.800000e-07,30,'1',309,'1'
1.740000e-05,2.850000e-07,29,'1',304,'1'
1.740000e-05,2.900000e-07,29,'1',299,'1'
1.740000e-05,2.950000e-07,28,'1',294,'1'
1.740000e-05,3.000000e-07,28,'1',289,'1'
1.740000e-05,3.050000e-07,28,'1',284,'1'
1.740000e-05,3.100000e-07,27,'1',280,'1'
1.740000e-05,3.150000e-07,27,'1',275,'1'
1.740000e-05,3.200000e-07,26,'1',271,'1'
1.740000e-05,3.250000e-07,26,'0',266,'1'
1.740000e-05,3.300000e-07,26,'0',263,'1'
1.740000e-05,3.350000e-07,25,'0',258,'1'
1.740000e-05,3.390000e-07,25,'0',255,'1'
1.740000e-05,3.450000e-07,24,'1',251,'1'
1.740000e-05,3.500000e-07,24,'1',248,'1'
1.740000e-05,3.550000e-07,24,'1',244,'1'
1.740000e-05,3.600000e-07,23,'1',241,'1'
1.740000e-05,3.650000e-07,23,'0',237,'1'
1.740000e-05,3.700000e-07,23,'0',234,'1'
1.740000e-05,3.750000e-07,22,'0',231,'1'
1.740000e-05,3.800000e-07,21,'0',228,'1'
1.740000e-05,3.850000e-07,22,'0',225,'1'
1.740000e-05,3.900000e-07,21,'1',222,'1'
1.740000e-05,3.950000e-07,21,'1',220,'1'
1.740000e-05,4.000000e-07,21,'1',217,'1'
1.740000e-05,4.050000e-07,21,'0',214,'0'
1.740000e-05,4.100000e-07,20,'0',211,'0'
1.740000e-05,4.150000e-07,20,'0',208,'0'
1.740000e-05,4.200000e-07,20,'0',206,'0'
1.740000e-05,4.250000e-07,19,'0',204,'0'
1.740000e-05,4.300000e-07,19,'1',201,'1'
1.740000e-05,4.350000e-07,19,'1',199,'1'
1.740000e-05,4.400000e-07,18,'1',197,'1'
1.740000e-05,4.450000e-07,18,'1',194,'1'
1.740000e-05,4.500000e-07,18,'0',192,'0'
1.740000e-05,4.540000e-07,18,'0',191,'0'
1.740000e-05,4.590000e-07,18,'0',188,'0'
1.740000e-05,4.640000e-07,18,'0',187,'0'
1.740000e-05,4.700000e-07,17,'0',184,'0'
1.740000e-05,4.750000e-07,17,'1',182,'1'
1.740000e-05,4.800000e-07,17,'1',180,'1'
1.740000e-05,4.850000e-07,17,'1',178,'1'
1.740000e-05,4.900000e-07,16,'1',176,'1'
1.740000e-05,4.950000e-07,16,'0',175,'1'
1.760000e-05,5.000000e-09,223,'1',17599,'1'
1.760000e-05,1.000000e-08,111,'1',8799,'1'
1.760000e-05,1.500000e-08,74,'1',5866,'1'
1.760000e-05,1.900000e-08,183,'1',4399,'1'
1.760000e-05,2.400000e-08,95,'1',3520,'1'
1.760000e-05,3.000000e-08,36,'1',2932,'1'
1.760000e-05,3.500000e-08,250,'1',2513,'1'
1.760000e-05,4.000000e-08,219,'1',2199,'1'
1.760000e-05,4.500000e-08,195,'1',1955,'1'
1.760000e-05,4.900000e-08,175,'1',1759,'1'
1.760000e-05,5.400000e-08,159,'1',1599,'1'
1.760000e-05,6.000000e-08,146,'1',1466,'1'
1.760000e-05,6.500000e-08,134,'1',1353,'1'
1.760000e-05,7.000000e-08,125,'1',1256,'1'
1.760000e-05,7.500000e-08,117,'1',1173,'1'
1.760000e-05,7.900000e-08,109,'1',1099,'1'
1.760000e-05,8.400000e-08,102,'1',1034,'1'
1.760000e-05,9.000000e-08,97,'1',977,'1'
1.760000e-05,9.500000e-08,92,'1',925,'1'
1.760000e-05,1.000000e-07,87,'1',879,'1'
1.760000e-05,1.050000e-07,83,'1',837,'1'
1.760000e-05,1.090000e-07,79,'1',799,'1'
1.760000e-05,1.140000e-07,76,'1',764,'1'
1.760000e-05,1.200000e-07,73,'1',733,'1'
1.760000e-05,1.250000e-07,69,'1',703,'1'
1.760000e-05,1.300000e-07,67,'1',676,'1'
1.760000e-05,1.350000e-07,64,'1',651,'1'
1.760000e-05,1.400000e-07,62,'1',628,'1'
1.760000e-05,1.450000e-07,59,'1',606,'1'
1.760000e-05,1.500000e-07,57,'1',585,'1'
1.760000e-05,1.550000e-07,56,'1',567,'1'
1.760000e-05,1.600000e-07,54,'1',549,'1'
1.760000e-05,1.640000e-07,52,'1',532,'1'
1.760000e-05,1.690000e-07,51,'1',517,'1'
1.760000e-05,1.750000e-07,49,'1',501,'1'
1.760000e-05,1.800000e-07,48,'1',488,'1'
1.760000e-05,1.850000e-07,46,'1',474,'1'
1.760000e-05,1.900000e-07,46,'1',462,'1'
1.760000e-05,1.950000e-07,44,'1',451,'1'
1.760000e-05,2.000000e-07,43,'1',439,'1'
1.760000e-05,2.050000e-07,42,'1',428,'1'
1.760000e-05,2.100000e-07,41,'1',418,'1'
1.760000e-05,2.150000e-07,40,'1',408,'1'
1.760000e-05,2.200000e-07,39,'1',399,'1'
1.760000e-05,2.250000e-07,38,'1',390,'1'
1.760000e-05,2.300000e-07,38,'1',381,'1'
1.760000e-05,2.350000e-07,36,'1',374,'1'
1.760000e-05,2.400000e-07,35,'1',365,'1'
1.760000e-05,2.450000e-07,35,'1',359,'1'
1.760000e-05,2.500000e-07,34,'1',351,'1'
1.760000e-05,2.550000e-07,33,'1',345,'1'
1.760000e-05,2.600000e-07,33,'1',337,'1'
1.760000e-05,2.650000e-07,33,'1',331,'1'
1.760000e-05,2.700000e-07,32,'1',325,'1'
1.760000e-05,2.750000e-07,31,'1',319,'1'
1.760000e-05,2.800000e-07,31,'1',314,'1'
1.760000e-05,2.850000e-07,30,'1',307,'1'
1.760000e-05,2.900000e-07,29,'1',303,'1'
1.760000e-05,2.950000e-07,29,'1',298,'1'
1.760000e-05,3.000000e-07,29,'1',293,'1'
1.760000e-05,3.050000e-07,28,'1',288,'1'
1.760000e-05,3.100000e-07,27,'1',283,'1'
1.760000e-05,3.150000e-07,27,'1',278,'1'
1.760000e-05,3.200000e-07,26,'1',274,'1'
1.760000e-05,3.250000e-07,26,'1',270,'1'
1.760000e-05,3.300000e-07,25,'1',265,'1'
1.760000e-05,3.350000e-07,25,'0',262,'1'
1.760000e-05,3.390000e-07,25,'1',258,'1'
1.760000e-05,3.450000e-07,24,'0',254,'1'
1.760000e-05,3.500000e-07,24,'0',250,'1'
1.760000e-05,3.550000e-07,24,'1',247,'1'
1.760000e-05,3.600000e-07,23,'0',243,'1'
1.760000e-05,3.650000e-07,23,'1',240,'1'
1.760000e-05,3.700000e-07,22,'0',236,'1'
1.760000e-05,3.750000e-07,23,'1',233,'1'
1.760000e-05,3.800000e-07,23,'0',230,'1'
1.760000e-05,3.850000e-07,22,'1',227,'1'
1.760000e-05,3.900000e-07,22,'0',225,'1'
1.760000e-05,3.950000e-07,22,'1',222,'1'
1.760000e-05,4.000000e-07,21,'0',219,'0'
1.760000e-05,4.050000e-07,20,'0',217,'0'
1.760000e-05,4.100000e-07,20,'1',214,'1'
1.760000e-05,4.150000e-07,20,'0',211,'0'
1.760000e-05,4.200000e-07,19,'1',209,'1'
1.760000e-05,4.250000e-07,20,'0',206,'0'
1.760000e-05,4.300000e-07,20,'1',204,'1'
1.760000e-05,4.350000e-07,19,'0',202,'0'
1.760000e-05,4.400000e-07,19,'1',199,'1'
1.760000e-05,4.450000e-07,18,'0',196,'0'
1.760000e-05,4.500000e-07,19,'1',195,'1'
1.760000e-05,4.540000e-07,18,'0',192,'0'
1.760000e-05,4.590000e-07,18,'0',191,'0'
1.760000e-05,4.640000e-07,18,'1',189,'1'
1.760000e-05,4.700000e-07,17,'0',186,'0'
1.760000e-05,4.750000e-07,18,'1',184,'1'
1.760000e-05,4.800000e-07,17,'0',182,'0'
1.760000e-05,4.850000e-07,17,'1',180,'1'
1.760000e-05,4.900000e-07,17,'0',178,'1'
1.760000e-05,4.950000e-07,17,'1',177,'1'
1.780000e-05,5.000000e-09,243,'1',17799,'1'
1.780000e-05,1.000000e-08,121,'1',8899,'1'
1.780000e-05,1.500000e-08,81,'1',5932,'1'
1.780000e-05,1.900000e-08,188,'1',4450,'1'
1.780000e-05,2.400000e-08,99,'1',3559,'1'
1.780000e-05,3.000000e-08,39,'1',2965,'1'
1.780000e-05,3.500000e-08,253,'1',2541,'1'
1.780000e-05,4.000000e-08,222,'1',2224,'1'
1.780000e-05,4.500000e-08,196,'1',1976,'1'
1.780000e-05,4.900000e-08,177,'1',1779,'1'
1.780000e-05,5.400000e-08,161,'1',1617,'1'
1.780000e-05,6.000000e-08,147,'1',1483,'1'
1.780000e-05,6.500000e-08,135,'1',1368,'1'
1.780000e-05,7.000000e-08,126,'1',1271,'1'
1.780000e-05,7.500000e-08,118,'1',1186,'1'
1.780000e-05,7.900000e-08,110,'1',1112,'1'
1.780000e-05,8.400000e-08,104,'1',1046,'1'
1.780000e-05,9.000000e-08,98,'1',988,'1'
1.780000e-05,9.500000e-08,93,'1',936,'1'
1.780000e-05,1.000000e-07,88,'1',889,'1'
1.780000e-05,1.050000e-07,84,'1',847,'1'
1.780000e-05,1.090000e-07,80,'1',808,'1'
1.780000e-05,1.140000e-07,76,'1',773,'1'
1.780000e-05,1.200000e-07,73,'1',741,'1'
1.780000e-05,1.250000e-07,70,'1',711,'1'
1.780000e-05,1.300000e-07,68,'1',683,'1'
1.780000e-05,1.350000e-07,65,'1',658,'1'
1.780000e-05,1.400000e-07,62,'1',635,'1'
1.780000e-05,1.450000e-07,61,'1',613,'1'
1.780000e-05,1.500000e-07,59,'1',592,'1'
1.780000e-05,1.550000e-07,56,'1',573,'1'
1.780000e-05,1.600000e-07,55,'1',555,'1'
1.780000e-05,1.640000e-07,53,'1',539,'1'
1.780000e-05,1.690000e-07,51,'1',522,'1'
1.780000e-05,1.750000e-07,50,'1',507,'1'
1.780000e-05,1.800000e-07,48,'1',493,'1'
1.780000e-05,1.850000e-07,48,'1',480,'1'
1.780000e-05,1.900000e-07,46,'1',467,'1'
1.780000e-05,1.950000e-07,45,'1',455,'1'
1.780000e-05,2.000000e-07,44,'1',444,'1'
1.780000e-05,2.050000e-07,42,'1',433,'1'
1.780000e-05,2.100000e-07,42,'1',422,'1'
1.780000e-05,2.150000e-07,40,'1',413,'1'
1.780000e-05,2.200000e-07,40,'1',404,'1'
1.780000e-05,2.250000e-07,39,'1',395,'1'
1.780000e-05,2.300000e-07,38,'1',386,'1'
1.780000e-05,2.350000e-07,37,'1',378,'1'
1.780000e-05,2.400000e-07,36,'1',370,'1'
1.780000e-05,2.450000e-07,35,'1',362,'1'
1.780000e-05,2.500000e-07,35,'1',355,'1'
1.780000e-05,2.550000e-07,34,'1',348,'1'
1.780000e-05,2.600000e-07,33,'1',341,'1'
1.780000e-05,2.650000e-07,33,'1',335,'1'
